2025-06-20 02:27:43,342 - result - CRITICAL - LLM: gpt-4o-mini
2025-06-20 02:27:43,342 - result - CRITICAL - Mode: Solo
2025-06-20 02:27:43,342 - result - CRITICAL - Datapoints: 500

2025-06-20 02:27:43,343 - result - CRITICAL - ESSAY SET 1:

2025-06-20 02:31:14,495 - result - CRITICAL - 
                                                 essay  score  y_pred  diff
573   This final paragraph goes along with one of th...      1       3     2
930   I think what the author is trying to say is th...      1       2     1
275   I think the author concludes this in the story...      1       2     1
394   "I think the author concludes the sentence the...      0       2     2
161   "I think the author concluded the story with t...      1       3     2
159   I think the author concludes the story with th...      1       3     2
512   "The author concludes the story with this para...      0       3     3
737   "The author concludes the story with this para...      2       3     1
39    "The last paragraph states “in the spring, whe...      2       3     1
406   Saeng did not give up on herself. She said she...      1       3     2
536   "The author concludes the last paragraph of th...      2       3     1


2025-06-20 03:14:04,740 - result - CRITICAL - ESSAY SET 5:

2025-06-20 03:18:16,171 - result - CRITICAL - 
                                                  essay  score  y_pred  diff
592   "In the memoir ""Narciso @CAPS1"" by the Bluep...      2       3     1
336   "In the story ""Narciso Rodriguez"" written by...      2       2     0
699   "In the memoir, ""@PERSON1"" from Home: The @C...      1       3     2
108   The mood the other Created was how happy narci...      2       2     0
430   "The mood created by the author in the memoir ...      2       4     2
508   "The mood that the author creates in the memoi...      2       4     2
253   The title of the story is Narciso Rodriguez. T...      1       2     1
698   "The authors mood of the memoir is that @CAPS1...      3       4     1
104   "The Originally from cuba arrived in the Unite...      1       2     1
114   "The mood in this memoir is gratefulness. This...      4       5     1
733   "In the memoir, ""Narciso Rodriguez from Home:...      2       5     3
851   "Narciso Rodriguez creates a mood of happiness...      4       5     1
909   The mood created by the author in the memoir w...      1       2     1
1005  "Home: The Blueprints to Our Lives is a wonder...      3       3     0
201   "the mood created in the memoir were all diffe...      1       3     2
40    "In this memoir of the author creates a clear ...      3       5     2
665   "In this memoir the mood varies. In paragraphs...      3       5     2
196   "The author of this memoir creates a warm, lov...      4       7     3
279   The author created many different moods in thi...      2       3     1
597   "I beleive the mood that sets off in the beggi...      3       3     0
370   "The authors mood in the memoir @PERSON1 is th...      3       5     2
804   The mood in the memoir is happy and thankful. ...      2       4     2
305   "In the memoir. from ""Home The Blueprints of ...      3       5     2
461   "The mood created in the memoir, ""Narciso Rod...      4       5     1
100   "In the memoir, the author created a mood. The...      3       5     2
650   "The mood created in the memoir is I think com...      3       5     2
789   "The mood created by the author in the memoir ...      2       3     1
755   "The mood created by Narciso Rodriguez in the ...      2       4     2
36    I think the author's mood was kind of like @CA...      2       3     1
923   "The mood in the memoir is very uplifting. The...      2       5     3
1011  "I think that there is a warm mood in the memo...      2       5     3
384   "No matter what nationality you are you can ge...      2       3     1
1051  "Narciso Rodriguez tried to create a warm feel...      2       3     1
940   "In this paragraph I'm going to tell you the m...      2       4     2
398   "The mood Narciso Rodriguez is trying to portr...      2       5     3
826   The mood created by the auther sounds like he'...      2       3     1
991   "the mood that the author created is happiness...      3       4     1
77    "The mood created in this story was happiness ...      2       5     3
133   The mood created by the auther in the memoir i...      2       3     1
37    "The mood created by the authar was warmthness...      3       3     0
397   "This @CAPS1 shows a lot of different types of...      4       5     1
974   "The mood of the memoir I believe to be gratef...      2       4     2
667   "In the memoir Narciso Rodriguez from Home: Th...      3       4     1
1020  "The mood created by the author is your family...      2       4     2
425   "In this memoir, the author creates a very cal...      3       5     2
371   "In this memoir, there are moods created by th...      3       4     1
527   "In this memoir, the mood created by the autho...      3       5     2
1074  "The mood created by the author in the memoir ...      2       4     2
872   "The mood that is created by the author is joy...      2       4     2
289   The mood of the memoir is very appreciative. T...      1       3     2
42    "The @CAPS1 created by the author in this stor...      4       3    -1
579   "In this memoir the author creates a mood whic...      3       5     2
541   "The mood created by the authour iN the memoir...      1       3     2
1065  "The mood created by the author is described i...      4       5     1
377   "The mood of the memoir by @PERSON1 is love an...      3       5     2
981   "Home is where the heart is, and nothing says ...      3       5     2
191   "I believe the mood of the memoir is happy and...      2       3     1
519   "Inthe memoir the author the mood the author s...      2       3     1
1044                                The mood was great.      1       2     1
421   "In the memoir Narciso Rodriguez the author cr...      4       5     1
423   "There is o good moud @CAPS1 to this @CAPS2. t...      1       2     1
315   "The mood is the @CAPS1 is happiness, for exam...      2       2     0
38    In the passage It shows a child growing up in ...      1       3     2
340   There are several of mood the author created.F...      1       2     1
1006  "The mood set was a happy mood. As Narciso Rod...      2       4     2
89    "The mood created by Narciso Rodriguez and his...      4       5     1
338   I think the @CAPS1 was happy. I think he was b...      1       2     1
213   "The mood created by the author in the memoir ...      2       4     2
879   "In the memoir ""Narciso Rodriguez"" from the ...      2       4     2
347   "The mood Created by the author is @CAPS1. I @...      2       2     0
639   "The mood created by the author In the memoir ...      3       3     0
211   "In the memoir, by Narciso Rodriguez, a distin...      4       5     1
977   "The mood that the author had setted in the me...      1       3     2
63    they'd sald what little furniture they'd posse...      1       0    -1
835   "The mood created by @PERSON1 in the memoir fr...      2       5     3
1077  "The mood created by the author in this memoir...      2       5     3
231   "The mood the author created in the memoir was...      4       5     1
15    "The mood created by the author in the memoir ...      3       5     2
444   "The author created a mood in The memoir. The ...      1       2     1
992   "The author creates a mood in this memoir. The...      2       5     3
1078  "In the memoir ""Narciso Rodriguez"" by Narcis...      3       4     1
883   "The mood created by the author in the memoir....      3       3     0
839   "This story, basically, brings me back memorie...      1       3     2
613   "In the memoir of Narciso Rodriguez the mood o...      3       5     2
952   "The mood created by the author in the memoir ...      2       3     1
946   "The mood that the author created in this memo...      3       5     2
853   "The author's mood was happy, thankful, greatf...      4       5     1
134   "The mood created by the @CAPS1 in the memoir ...      1       2     1
159   I think that the mood of this excerpt is carin...      1       3     2
611   The mood created by the author in the memoir w...      3       4     1
791   "Based on the memoir ""Narciso @CAPS1"" from H...      3       6     3
183   "In this memoir it talks about what the true m...      2       4     2
978   The mood of this story is Narciso @CAPS1 his f...      2       2     0
236   "The mood the author creates in this memoir is...      3       5     2
793   "As I read the article, also called memoir, I ...      3       5     2
1002  "In, @CAPS1 of our lives @CAPS2 narciso Rodrig...      1       2     1
23    "The author created a mood in the memoir. The ...      2       4     2
103   The mood created by the author in the memoir i...      2       5     3
374   The mood  displayed by the author was a warm c...      2       5     3
945   "In this memoir by Narciso Rodriguez you can r...      4       6     2
74    "In this memoir, Narciso talks about how it wa...      2       3     1
648   "The author's mood is very grateful and happy....      2       5     3
44    "The author created a very grateful/happy mood...      3       4     1
142   "In the memoir ""Narciso Rodriguez from Home b...      3       4     1
906   "Based on the memoir, the mood created by the ...      4       5     1
723   "The mood created by the author in the memoir ...      4       7     3
904   I think the mood was happy @CAPS2 the @CAPS1 t...      1       2     1
302   "The author created a reflective, happy, and g...      3       7     4
117   "In the memoir ""Narciso Rodriguez,"" there is...      3       6     3
93    "In this memoir ""Narciso Rodriguez"" by Narci...      3       5     2
474   The author is telling us a story about a kid t...      0       2     2
264   "The mood created by the author in this memoir...      3       5     2
764   "The mood I felt when I read the @CAPS1 Narcis...      3       5     2
143   "The mood of this memoir is warm and friendly....      4       5     1
330   "In the memoir, ""Narciso Rodriguez"" from Hom...      2       5     3
282   "The mood that the author created in the memoi...      4       6     2
172   "The mood created by the author is a happy ref...      4       5     1
426   "In 1956 Narciso Rodriguez's parents arrived i...      4       4     0
735   In the author's memoir the author creats a moo...      2       2     0
840   "In the memoir ""Narciso Rodriguez"" from Home...      4       5     1
920   "The mood of this story was a happy and a refl...      2       5     3
179   "The mood created by the author was love from ...      3       5     2
518   "The mood created by the author is a happy and...      2       5     3
618   "The mood was calm as if it was a wonderful pl...      2       3     1
1024  "In the memoir, the mood seems to be happy, an...      4       5     1
528   "When reading this memoir it makes you feel so...      1       2     1
935   "The aurther talks about home and family which...      3       4     1
550   Well first the authur feels happy and exsited ...      2       2     0
612   "The author creates a grateful mood. The autho...      2       5     3
1039  "The mood created by the author in the memoir ...      1       3     2
342   "The author, Narciso Rodriguez, creates a mood...      3       6     3
573   "The mood of the memoir is nostalgic and happi...      2       4     2
523   "Based on the excerpt of the ""@PERSON1"" by t...      2       3     1
317   "The mood created by the @CAPS1 indacates how ...      1       2     1
60    "The author created a mood that showe his true...      4       5     1
194   "In the memoir the author creates many moods w...      3       4     1
465   "There Were many moods set by the @CAPS1 in th...      3       4     1
187   "In the memoir ""Narciso Rodriguez"" from Home...      4       6     2
571   The mood by the author in the memoir is touchi...      0       3     3
873   "One of the moods in the memoir was greatful. ...      4       5     1
408   "The author created a joyful mood. The author ...      2       4     2
757   "The mood created in ""Narciso Rodriguez"" by ...      2       5     3
658   In every paragraph in the memoir he explains h...      1       3     2
922   "In the memoir ""Narciso Rodriguez"" the mood ...      2       4     2
320   "The author created a loving and accepting moo...      4       5     1
738   "This memoir had one theme that meant many dif...      2       3     1
68    I feel like there is one main mood which is th...      3       4     1
704   "The mood created by the author in the memoir ...      1       3     2
495   "The mood created by the author in this memoir...      2       3     1
545   "The mood of the author and the memoir is grea...      2       4     2
477   "The mood created by the author in this memoir...      4       5     1
902   "The mood of the author in the memoir are grat...      2       4     2
255   The mood created by the author in the memoir i...      4       5     1
580   "The author created several different moods in...      2       4     2
411   "The mood of the author is a very gental yet v...      3       5     2
572   "In the memoir, the mood created @CAPS1 Narcis...      3       5     2
983   "In the excerpt, the author creates a loving m...      2       5     3
19    "The mood created by the author in the memoir ...      2       2     0
1082  "The author created such a specific mood for t...      2       5     3
209   "The mood of the author is happy. The mood is ...      2       3     1
295   "The mood created in The memoir was based off ...      4       5     1
438   "The mood created @CAPS1 the author in the mem...      2       5     3
203   "The mood created by the author in this memoir...      3       5     2
313   "In this memoir, the author created a proud an...      3       5     2
147   The author memoir were import to him a life me...      0       2     2
720   "The mood created by the author is loving and ...      2       5     3
635   "The author creates a peaceful mood in the mem...      3       5     2
149   The mood created by the author of the memoir w...      1       4     3
1016  "In the memoir, ""Narciso Rodriguez"" the @CAP...      3       3     0
482   "The mood created by the author in. the memoir...      2       3     1
499   "In the memoir ""Narciso Rodriguez from Home: ...      2       4     2
534   "@PERSON1 uses a very happy tone and mood when...      3       3     0
470   "The mood created by the author in the memoir ...      2       5     3
993   The mood in the @CAPS1 is happy. Happy because...      1       3     2
167   "Narciso Rodriguez creates a very humble, cari...      3       7     4
943   The mood created by the author was a very uniq...      2       5     3
248   "The mood in this memoir changes throughout th...      3       5     2
685   "The mood set by the author is thankful. The a...      3       4     1
18    "In the memoir, Narciso Rodriguez, the mood cr...      3       4     1
135   "In the excerpt Narciso Rodriguez from Home: T...      4       5     1
810   "The @CAPS1 is trying to make the reader under...      3       3     0
930   "In the memoir Narciso Rodriguez from Home: Th...      2       4     2
86    "The author, Narciso Rodriguez, created a cear...      2       4     2
162   "When I read ""Narciso Rodriguez"" I thought t...      3       5     2
561   The mood created by the memoir is exciting bec...      1       3     2
88    "The mood created by the auther in the memoir ...      2       3     1
270   "The mood in the memoir represents friendship,...      2       4     2
557   "I think in my opion is that the author was ve...      1       2     1
407   "In this memoir, there is more than one mood. ...      3       3     0
1025  "The mood by the author by his memory was happ...      3       3     0
537   the mood givin by the @CAPS1 (In My prospectiv...      1       2     1
14    "In the memoir from: Home The Blueprints of Ou...      2       4     2
577   "In the memoir, ""Home: The Blueprints of Our ...      3       4     1
660   The mood created by the turdison of Cuban. Eve...      0       0     0
13    "In this memoir the mood created by the author...      3       6     3
737   "The mood That is created by the @CAPS1 In The...      1       2     1
828   "The mood about the @CAPS1's memoir is his hap...      1       2     1
456   "This memoir creates a peacefull mood. It is t...      3       5     2
813   "A) The mood that was created in this memoir w...      1       3     2
500   "The mood created by the story could be descri...      2       5     3
633   "In Narciso Rodriguez from: The Blueprints of ...      4       5     1
223   "His mood was happiness. Being with his family...      1       2     1
727   "The @CAPS2 had many mood in the memoir. The m...      2       3     1
242   "He creates a calming outgoing mood for the @C...      2       3     1
257   "Nacisco was happy of what she had, even thoug...      4       4     0
821   "The mood in this memoir is very happy and upl...      2       5     3
638   "It was a very high up, cheerful mood. It made...      2       3     1
949   "Throughout this memoir a very important mood ...      4       5     1
852   "This memoir by Narciso Rodriguez has a gratef...      4       5     1
888   "In ""Narciso Rodriguez"" by Narciso Rodriguez...      4       5     1
110   "In this memoir, the mood is very pleasant and...      2       5     3
1068  The mood that the author created in the memior...      2       3     1
585   "The mood created in the memoir is very loving...      3       6     3
832   "The mood created by the author in the memoir ...      2       5     3
642   "The mood that the author was portraying in th...      2       3     1
1014  "In the memoir ""Narciso Rodriguez"" by Narcis...      3       5     2
366   "In Narciso Rodriguez's memoir, the mood and f...      3       5     2
460   "The mood in the memoir, which the author is t...      2       4     2
304   The author was gratefull. His parents moved to...      2       3     1
109   "I think the mood of the story is being gratef...      2       5     3
907   "The mood of this article created by Narciso R...      2       3     1
481   "The mood created by Narciso Rodriguez in this...      2       5     3
843   The @CAPS1 mood in this memoir is loving and t...      2       3     1
127   "Based on the memoir ""Narciso Rodriguez"" by ...      4       5     1
234   "I the exerpt Narciso Rodriguez from Home: The...      1       2     1
1079  "Warmth                                       ...      2       4     2
999   I feel like the mood in the memoir is being gr...      2       3     1
601   "the mood of the @CAPS1 in the article is like...      2       3     1
641   "The mood created by the author in the memoir ...      3       5     2
391   "The author created a sense of love and care i...      4       5     1
1015  "In the memoir ""Narciso Rodriguez"" he expres...      2       5     3
189   The mood is good and happy. In this artical th...      1       2     1
779   "The mood in this memoir can be described as a...      3       5     2
207   "Narciso was very grateful of his parents they...      3       5     2
730   "In the memoir ""Narciso Rodriguez"" by Narcis...      2       5     3
970   "The mood created by the author in this... mem...      2       5     3
607   "In the memoir ""Narciso Rodriguez"", from Hom...      3       5     2
653   "The mood created by the author in the memoir....      2       3     1
267   "I think the mood the author is trying to give...      2       5     3
1038  "The mood the author created in the memoir was...      3       4     1
1022  "The mood created by the author in the memoir ...      4       5     1
913   "The mood of the @CAPS1 is happy. In the memio...      3       5     2
483   "In the memoir Home: The Blueprints of Our Liv...      4       5     1
808   "The mood in ""Narciso Rodriguez"" is very war...      2       3     1
969   "In the memoir by Narciso Rodriguez, the mood ...      3       5     2
0     "The mood the author created in the memoir is ...      3       4     1
294   The mood was to show it was a comftorble feeli...      2       3     1
743   The mood in this story by Narciso Rodriguez wa...      1       2     1
719   "The mood is @CAPS1 in many ways. First, the m...      2       2     0
300   "In the memoir Narciso Rodriguez gives her own...      2       3     1
57    "The mood created by the author in the memoir ...      4       5     1
889   "The mood  Created by the author in the memoir...      2       3     1
662   The mood created in the memoir is love and car...      2       3     1
553   "In this memoir by Narciso Rodriguez, the mood...      2       5     3
598   "In the memoir this is how the author created ...      1       2     1
435   "In this memoir about @PERSON1 the reader lear...      3       3     0
22    "The mood in the memoir is very adventorous. I...      1       3     2
587   "In the memoir the mood created by the author ...      2       5     3
188   "The mood that the author gives through out th...      2       5     3
928   "In the memior, ""Narciso Rodriguez"" form Hom...      3       5     2
787   "@ORGANIZATION1 tells the story of his childho...      3       7     4
55    "In the memoir ""Narciso Rodriguez"" from Home...      3       5     2
686   The mood that I was feeling in this passage wa...      1       3     2
871   "The authors mood in the story ""Narciso Rodri...      2       4     2
3     "The mood that the author creates in this stor...      1       2     1
778   "The mood created by the author is touching. I...      2       4     2
921   "The mood in the memoir changes. But overall t...      3       4     1
646   "In this memoir, the author creates the mood a...      4       5     1
62    "In the memoir, ""Narciso Rodriguez"" from ""H...      2       5     3
140   "Narciso Rodriguez creates a grateful and appr...      2       4     2
43    "@PERSON1 is a short story about a boy who is ...      2       3     1
314   "In the memoir by Narciso Rodriguez, he speaks...      3       7     4
1008  "The mood created in Narciso Rodriguez's  pass...      4       7     3
197   "In @PERSON1 from: Home: The Blueprints of our...      3       5     2
293   "The mood created by the author, Narciso Rodri...      3       5     2
27    "The mood that the author of this memoir is on...      4       5     1
440   "Fashion designer Narciso Rodriguez is a firm ...      4       5     1
681   "In this memmoir of Narciso Rodriguez from Hom...      4       5     1
574   "The mood in this story is very happy. In this...      3       4     1
933   "In the memoir Narciso Rodriguez from Home: Th...      3       5     2
132   "In the memoir, Narciso Rodriguez, by Narciso ...      3       5     2
995   "In this memoir, the author creates a very uni...      4       7     3
41    "The mood created by the author is a feeling o...      3       5     2
266   "The mood created by the author in the memoir ...      4       5     1
1027  "They were different kinds of mood in this mem...      2       4     2
379   "In the memoir Narciso Rodriguez from Home: Th...      3       5     2
316   "In ""Narciso Rodriguez"" from ""Home; the @CA...      3       5     2
1047  "Home The Blueprints of our Lives is a warm tr...      3       5     2
30    "The mood of ""Narciso Rodriguez"" is @CAPS1 m...      3       5     2
696   "The mood created by @PERSON1, the author of t...      3       5     2
439   "The author's mood was wondering and near the ...      1       3     2
389   "The mood created by the author is warmth. Fir...      3       5     2
24    "In the memoir, the author creates a mood. The...      2       4     2
715   "It creates a mood of happiness ""but Cuban mu...      1       2     1
668   "There are alot of ways to describe the mood i...      4       4     0
291   "The book Home: The Blueprints of our Lives by...      3       3     0
35    "The @CAPS1 in this memoir is joy and happines...      3       5     2
960   "When you have a loving family and a beautiful...      2       5     3
702   "In the story Narciso Rodriguez a certain mood...      3       4     1
413   "The mood created by the author was a very gra...      2       5     3
773   "The mood created by the author in the memoir ...      3       5     2
589   The mood in the passage is @CAPS1. It is @CAPS...      2       2     0
645   "The mood created by the author in the excerpt...      3       4     1
899   "The mood created by the author in the memoir ...      3       5     2
829   "I think the mood in the memoir is love. I thi...      2       5     3
998   "The mood in the memoir is about family. Your ...      1       3     2
309   "The mood of this memoir is grateful. Narciso ...      3       5     2
102   "The mood in this memoir ranges from happiness...      4       5     1
701   "In the memoir ""Narciso Rodriguez"" by Narcis...      2       4     2
332   I think it was proud mood cause she is saing w...      1       2     1
911   "In the memoir the author had a certain mood. ...      1       4     3
631   "The author's mood in this memoir is gratefuln...      3       5     2
21    "The mood that was created by the author in th...      2       4     2
155   "In this memoir the author created a mood of w...      3       5     2
198   "the @CAPS1 the author created was a warming @...      1       3     2
327   "The mood created by The author is happy and w...      2       4     2
4     "The mood in the memoir that the author create...      1       5     4
424   "What is the mood of the memoir? The mood is e...      1       4     3
956   "The mood of the memoir is very appreciative a...      4       5     1
394   I will always be gratefal to my parents for th...      1       2     1
752   "The mood created by the author in the memoir ...      2       3     1
210   "The mood of the author in the memoir is that ...      1       2     1
301   "The authors mood was grateful and proud. He i...      1       4     3
25    "The mood that the author sets is thankfullnes...      2       4     2
383   "During Narciso's life, growing up in a small ...      3       5     2
87    "The mood in the story is very homely and happ...      3       5     2
452   "There where many different moods that the aut...      3       4     1
591   "The mood of the memoir is very warm, happy an...      4       5     1
769   "In the memoir ""Narciso Rodriguez"" from Home...      4       6     2
535   "The mood created by the author is the mood of...      4       5     1
1053  The mood was him just triing to remember all o...      1       2     1
163   "The mood created in the memoir, ""Narciso Rod...      4       5     1
195   "The mood created by the author in this memoir...      4       6     2
364   "The mood created by this author is clearly gr...      2       4     2
554   "The mood in the memoir by @PERSON1 is happy, ...      3       5     2
802   In the @ORGANIZATION1. Narciso Rodriguez tells...      2       4     2
663   "I think the mood of the memoir is comforting ...      2       5     3
1032  "The mood created by the author is a warm happ...      2       5     3
297   The mood created by the author is in the memoi...      2       3     1
734   "In the memoir ""Narciso Rodriguez"" by Narcis...      2       5     3
617   "In the memoir @PERSON1 from Home: The Bluepri...      4       5     1
69    "The mood created in the memoir ""Narciso Rodr...      1       3     2
770   "The mood created by the author in the memoir ...      2       5     3
82    "In the memoir, @PERSON1, from: Home: the blue...      4       3    -1
689   "In the short story of @PERSON1, there is a ve...      2       4     2
239   "The mood that was created by the author was r...      3       3     0
548   "I feel that the mood (s) created by the autho...      3       5     2
806   "The author in the memoir tried to create a sp...      4       5     1
552   "The mood created is happiness & pride. Like i...      2       3     1
272   The mood in this memior is happiness because s...      1       3     2
204   The mood created by the author in the memoir i...      1       3     2
124   "The mood created for me in this memoin is a g...      4       5     1
20    "In the story ""Narciso Rodriguez"", the mood ...      3       5     2
898   "In the article ""Narciso Rodriguez"" the auth...      3       5     2
450   "The mood created by the author in the memoir ...      2       4     2
939   "In the memoir Narciso Rodriguez, from Home: T...      4       6     2
536   "The mood in this memoir is a very relaxed and...      3       5     2
352   "The mood created by the author in the memoir ...      2       5     3
782   "Narciso Rodriguez by Narciso Rodriguez is a m...      3       4     1
447   The mood was a little sad at certian times and...      1       3     2
990   "The mood created by the author in the memoir ...      3       4     1
880   "The mood in the memoir created by Narciso Rod...      4       6     2
5     "Describe the mood by the author in the memoir...      1       2     1
129   The story I just read was inspiring. I relized...      2       3     1
353   "Narciso Rodriguez creates a mood -- feeling, ...      3       7     4
286   "In the memoir by Narciso Rodriguez, he undoub...      3       5     2
531   "Home is where the heart is, many of said this...      3       5     2
380   "The mood created by the author in the memoir ...      3       3     0
215   "In this excerpt ""Narciso Rodriguez"" by Narc...      4       5     1
1048  "The mood in this memoir is one of gratitude. ...      2       3     1
251   "The mood created by the author was grateful a...      2       5     3
637   "There are many ways to describe the mood of t...      2       4     2
659   "The mood created by the author in this memoir...      3       5     2
410   "In the memoir the auther created the mood tha...      1       3     2
632   "I think the mood of the author is love and fa...      4       5     1
691   "In the memoirs of Narciso Rodriguez, the mood...      3       5     2
790   "The author creates moods in the memoir that s...      4       5     1
273   The mood is created by the author is how Narci...      1       2     1
54    "The @CAPS1 the author created is sentimental,...      1       2     1
1042  "The author creates a gratefull mood in the me...      3       4     1
17    "I think the mood is happy. because Spanish cu...      1       2     1
265   "I think the mood that is created by the autho...      2       5     3
387   "The mood created by the author in this memoir...      3       5     2
307   "The mood created by the author in the memoir ...      3       4     1
402   "The mood created by the author in the memoir ...      1       3     2
158   "There are many moods that the author creates ...      2       3     1
476   "The mood created by the author is @CAPS1, @CA...      2       3     1
532   "In this article the author kind of gave a bot...      2       4     2
166   "The mood created by the author in the memoir ...      2       4     2
1057  The mood of the menoir is grateful And thankfu...      1       2     1
849   "In the memoir, ""Narciso Rodriguez"" from Hom...      2       4     2
214   "In this memoir by Narciso Rodriguez, she uses...      1       4     3
178   "Within the walls of narciso, her young parent...      2       3     1
816   "I the memoir ""Narciso Rodriguez"" from Home:...      1       3     2
141   "The mood in the story was very nice. Narciso ...      3       5     2
834   "The mood of this story is happy, hopful, and ...      2       5     3
243   "on paragraph @NUM1 in the article it say's ""...      2       3     1
404   "The mood created by the author in the memoir ...      2       4     2
152   The mood from the auther her Life was very goo...      1       2     1
498   "In the excerpt ""Narciso Rodriguez"" written ...      2       3     1
372   "The mood created by the author in the memoir ...      3       4     1
512   "The mood in this selection is prode and happy...      2       3     1
962   "The ather creats mood in the memoir in soe wa...      3       3     0
503   "In this memoir, the author, Narciso Rodriguez...      3       5     2
378   "In the memoir ""@PERSON1"" by himself he crea...      3       5     2
996   "The mood created in the memoir was peacefulne...      1       3     2
971   "In the memoir, the mood that is created by au...      4       5     1
119   "The mood created by the author in the memoir,...      2       3     1
1081  "The mood created @CAPS3 the author, Narciso R...      3       3     0
184   "I particularly enjoyed this memoir. The autho...      4       6     2
729   "The mood that the author has is, and happy. I...      3       3     0
867   "In Narciso Rodriguez's memoir, the author cre...      3       7     4
1007  "In the memoir, the author describes his home ...      2       5     3
95    "In the memoir, the mood created by the author...      4       3    -1
511   In This memoir Narciso Rodriguez from Home: Th...      3       3     0
1067  The mood created by the author in the memoir i...      1       2     1
97    "The mood conveyed in the memoir is love. The ...      2       6     4
157   "Narciso Rodriguez created a caring and greatf...      4       5     1
697   "In the nonfiction memoir Narciso Rodriguez fr...      4       5     1
794   "The @CAPS1 created by the @CAPS2 is happy, @C...      2       2     0
1054  "In ""Narciso Rodriguez"" from Home: The Bluep...      3       5     2
651   "The mood created by the author in the memoir ...      3       4     1
1069  "Based on the memoir ""Narciso Rodriguez"" by ...      3       5     2
739   "The mood created by the author, Narciso Rodri...      4       6     2
910   "The mood created by the author in the memoir ...      2       4     2
168   "Narciso Rodriguez's @CAPS1 from Home: The Blu...      2       5     3
28    Happy. You should always be proud where you ca...      1       2     1
848   "The @CAPS1 made the mood in this memoir a nic...      2       3     1
428   "In this memoir the author creats a mood of gr...      2       4     2
339   "The mood created by the author in the memoir ...      3       5     2
1050  "The mood the author created in the memoir is....      3       4     1
246   "The mood of this memoir is one of love and ki...      4       5     1
466   The mood by the outhor in the memoir is it abo...      3       3     0
1001  "In the memoir the author creates a mood. Narc...      4       5     1
768   "I believe that the mood created by the author...      4       5     1
925   "In the memoir; ""@PERSON1"" from ""Home: The ...      2       3     1
303   "The mood of the memoir was heart-warming. The...      3       6     3
1013  "The mood of this memoir is that @PERSON1 is h...      3       4     1
1026  "In Narciso Rodriguez by @PERSON1, there was a...      2       3     1
861   "The author creats a mood in the memoir that i...      2       3     1
862   The mood in this article was just stunning bec...      1       3     2
412   "The memoir's mood is a sense of happiness bec...      2       5     3
1019  "In the memoir ""Narciso Rodriguez"" the autho...      3       3     0
897   "In the story I just read, ""Narciso Rodriguez...      4       5     1
805   "The mood the author created in the memoir lov...      3       5     2
968   "the mood created by the author in the memoir ...      2       3     1
70    The mood in this memoir is happy. I think the ...      1       3     2
675   "The mood in this memoir is gratitude. Narciso...      2       5     3
67    "In the memoir about family, Narciso Rodriguez...      4       5     1
222   "Throughout the memoir Narciso Rodriguez the a...      2       5     3
987   "In the memoir, ""Narciso Rodriguez"" From Hom...      4       5     1
869   "In the memoir there were actually two main mo...      1       5     4
1003  "The mood in ""Narciso Rodriguez"" was loving,...      3       6     3
1070  "The author creates a mood of joy and thankful...      3       5     2
1063  "The mood portrayed in Narciso Rodriguez's mem...      4       5     1
656   "This was a touching story of how this boy app...      2       4     2
116   "the mood in the memoir can be exaessed in man...      3       5     2
1021  "The mood created by Narciso Rodriguez in the ...      2       3     1
931   "In the memoir there is more the one mood, but...      2       4     2
91    "The mood created by the author in the memoir ...      2       4     2
964   "The mood created by the author in the memoir ...      4       6     2
576   "The mood that was crea ted by the author was ...      3       5     2
386   The mood changed throughout the memoir. First ...      3       4     1
530   "The mood created by the author is quite comfo...      3       6     3
731   "I think that the mood created by the author w...      3       4     1
671   The mood the auther was in was @CAPS1 & happy....      1       2     1
634   "The author creates an optimistic, caring mood...      2       4     2
6     "The author of this memoir created a mood abou...      3       5     2
673   "In this memoir the author gives the mood a se...      2       5     3
796   In this memoir the mood sounds like a happy on...      2       4     2
803   "The mood created by the author in the memoir ...      2       3     1
238   "In the short story ""Narciso Rodriguez"" by T...      2       3     1
53    "There was a mood created by the author in @CA...      3       3     0
784   "Narciso Rodriguez could not describe his home...      2       5     3
953   "The author created a mood of happiness and lo...      2       5     3
830   "There is a very distinct mood set by Narciso ...      2       5     3
367   "In the memoir @PERSON1 it talks about making ...      4       5     1
509   "In the memoir, the author doesn't just descri...      2       5     3
221   "In the memoir of Narciso Rodriguez the mood c...      3       5     2
437   "In the memoir of Narciso Rodriguez, it gives ...      3       4     1
400   "In this memoir the authors mood is satisfied,...      1       3     2
979   "The mood in ""Home: The Blueprints of Our Liv...      1       4     3
376   The mood created by the author in the memoir i...      1       4     3
973   "Memoirs have a certain mood that the author u...      4       4     0
901   "In the memoir, the author creates a sort of g...      2       5     3
346   "The mood created by the author was a very lov...      3       5     2
507   "I think the authors mood is, honored, proud, ...      2       4     2
174   "The mood created by the author in the memoroi...      3       4     1
725   "Based on this memoir, the mood created by the...      2       3     1
838   Based on the memoir of Narciso Rodriguez the o...      1       3     2
538   "In the storie ""Narciso Rodriguez"" I think t...      2       3     1
121   I think the memoir has a happy and grateful mo...      2       4     2
842   "In this memoir by Narciso Rodriguez, The mood...      2       4     2
814   "@PERSON1 wrote this memoir in a happy, warm, ...      2       5     3
683   "Throughout the passage, ""Narciso Rodriguez""...      3       4     1
51    "The mood created in the memoir is the feeling...      2       3     1
230   "The mood created by the author is happy and g...      3       5     2
