essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
1021	1	"I think that it is fine that people spend a lot of time on the computer instead of having time to exercise, enjoy nature and interact with family and friends because it is the persons choice to either stay on the computer all day or go outside. Computers affect peoples lives in good ways and bad ways. People stay inside all day and do nothing besides sit there and just click buttons. Good ways is that it educates you in many ways because @CAPS1 your on the computer watching or reading interesting things you could end up learning something before you learn it in school. Its good to go on the computer for a little a bit but @CAPS1 your on it all day then you could have no exercise and become lazy and fat. But @CAPS1 you go outside sometimes you wont have to worry because you are getting exercise that helps out your body. I think computers are a great way to have fun. You can chat with your friends, @CAPS1 you have a webcam you can video chat with friends. A cmputer is a great way for communication. Millions of people use a computer for working at their @CAPS2. Without computers life would be ten times harder for people in this world. People like accountants use computer for there job. They store data into the computer to remember things @CAPS1 you couldn't write it down on a piece of paper, People also make websites on the internet to help educate, like @CAPS1 you type in a word it could give you a definition, People also make @CAPS4 engines, @CAPS4 engines are some engine on a website that searches for things you type in. @CAPS1 you type in something you will get what you were looking for. My whole point of explaining this is that its the peoples choice @CAPS1 they would like to be on all the time. Because computers and internet connections arn't free. It doesn't even do anything bad to your brain. It mostly educates it. People even go to school online they learn and study on things that are on the internet. Plus you could get @CAPS2 at places for working with computers, You could make programs, and anything you would want. So my statement here is that its okay to spend alot of time on your computer instead of exercizing going to see friends and family and enjoy nature. I think that computers are fine and it doesn't matter how long your on it, it just depends @CAPS1 your learning and not playing games all day and being lazy and get fat."	4	5		9																					
1024	1	"You are the @NUM1 visitor, click here to get your prize! That is normal thing that will @CAPS4 up on computers, they can give you viruses, and people can get your personal information. That is one reason computers are bad. On top @DATE1 that, ""@CAPS1 @DATE1 computers more than @NUM2 kids are obducted each day!"" says @CAPS2 @CAPS3 @DATE1 the missing child agency. They get obducted @CAPS1 kids go on @CAPS6 rooms and get themselves into trouble. On another note we rely on computers to much, it not healthy for us. ""@CAPS4 up ads cause many problems,"" says @ORGANIZATION1 @CAPS2 @CAPS5. More than @PERCENT1 @DATE1 people in the world have computers. This was from a world wide poll in @DATE1. More than @PERCENT2 @DATE1 that is kids. When kids are on computers they always click on the @CAPS4 up ads. These ads cause catastropic problems! Peoples computers get viruses, identities get stolen, and credit card information gets found out. Therefore with those things happening you are going to yell at your kids, but you can't blame them they just thought they were going to get a free xbox @NUM3. Now that I have told you about @CAPS4 ups let me tell you about chating. Chating on computer is just a bomb waiting to be set off. ""@CAPS6 rooms are the main why. Now that I have told you about chating let me tell you about how people rely on them to much. Instead @DATE1 looking up what a book was about, just read it! Everyone thinks a computer is the answer to every problem when in reality @PERCENT3 @DATE1 the things on the internet are false, says Technology @CAPS7 a magazine that deals with the disadvantages @DATE1 technology. I remember when I needed to know if my flight to @LOCATION1 was cancled, so I went on google and looked it up. The website I went on said it was cancled but later when I called the airport just to make sure it had been they said it took off when it was scheduled to! And instead @DATE1 an e-mail just send a letter! Do you want your kids obducted @CAPS1 fo @CAPS6 rooms? @DATE1 course not, and do you want to miss your flight for vacation? No I dont think so, computers are very bad and are used to often. No one wants their identity stolen @CAPS1 @DATE1 some @CAPS4 up ad. We need to do things on our own more often and stop relying on computers to do everything for us!"	4	5		9																					
1025	1	"Dear local newspaper, I believe that computers have a positive effect on people. It teaches hand-eye coordination, give people the ability to learn about faraway places and people, and even allow people to talk online with other people. Computers are one of the best technology invention yet to come that benefits society. First off, computers teach hand-eye coordination. For instance if you're in a rush to type an amazing long essay you won't have the time to keep looking back at your paper, the keyboard and the screen. So you would need to know where these handy-dandy keys are. However, if would be a lot more trouble if you didn't have any knowledge about computers are where the helpful keys are. Secondly, people would be able to learn about faraway places. If somebody wanted to take a nice, relaxing vacation/honeymoon with their beautiful wife they would need to know the weather forecast so they would know what clothes to bring, and how much money they need to bring to visit all the luscious, freshest restaurants, hottest stores in this enormous populated city. Without a doubt, I would love to take a vacation, but if it's going to cost a fortune I might have to re-consider this amazing trip. Lastly, you can talk online with other people. On blistering cold days and you can't go outside, or call them because you don't have phone you can myspace or facebook them as long as you want as long as you have a @NUM1 and only email address that nobody else has. Now it's time to decide! Do computers have a positive or negative effect on people. In my opinion computers are great for society and we should keep having them around because they teach hand-eye coordination, and give people the ability to learn about faraway places and people. Best of all, you will be able to talk to your friend and family online. This is certainly a great form of technology people should have."	4	4		8																					
1027	1	"Dear readers many people use computers but, not so many people think @CAPS4 benefits society. Well, I @CAPS5! I think this because the internet helps you connect with people you're looking for. The internet also gives you the advantage to shop online. If you don't have a @CAPS1 system, you ca get directions online. If you read more you will see why I support these details. Have you ever heard of @CAPS2 or @CAPS3? Well incase you haven't @CAPS4's a social networking site, @CAPS4 helps you connect, chat and find people you are looking for. I have a @CAPS2 and a @CAPS3 and they're not that bad. They're actually fun. There is games you can play, quizzes you can take and you can chat with your friends. @CAPS4's a great way to find someone you know in another town or even. This is one reason the computer is a good source. If there is ever a reason you can't drive to store or where ever you need to go to buy something, you can shop online and buy @CAPS4! you can just type in the adress of the website and look at all the stuff they have and click what you want and buy @CAPS4! They even have grocery shopping online. So next time your really upset that you can't go shopping, just shop online. ""@CAPS4 might take a while to get your purchase items, @CAPS4's worth the wait."" @CAPS5 you have a @CAPS1 system? well if you don't, don't worry! you can go online to a website such as www.mapquest.com. All you have to @CAPS5 is type in the adresss where your starting from and then the adress where your going to. Then you can print out the directions so you won't be lost! Thats deffinatly an advantage! So, don't you think that the computer is a deffinate advantage to almost everyone? Well I @CAPS5! you can use @CAPS4 to find people you need to find. you can shop online and you can easly in less than finve minutes get directions! That's any almost everyone should use a computer."	4	4		8																					
1036	1	"Dear the @CAPS1 of the @ORGANIZATION1, Some people say that computers are a negitive contributor to society. In @CAPS3 opinion, computers have a positive impact on the world around us. I believe @CAPS4 gives people hand-eye coordination and a way to be organized. Not only those but, people are still interacting with others. if you don't beleve me now, read @CAPS3 details and you'll feel the same way I do. When you consider @CAPS4, computers give us hand-eye coordination. there's no way to use a computer without typing. No matter if you're just typing in a short password or a @NUM1 page essay, you'll alway have to type, and when you do @CAPS4 allows better movement at your hands. This can later help you in sports when you get out and exercise. Since computers have become such a popular thing, i think that in the future, typing or using a computer will be in the @CAPS2. this could be of the hand-eye coordination @CAPS4 gives @CAPS3 theory is whatever you think, you type. in addition to hand-eye coordination, computers provide organization which is a big concern in present day life. Do you have picture files laying your house? Well, there's no need to. With computers you store all and files neatly. how your might you can bark those easy to find everything becomes all that are locate. Even doctors are computers your medical needs and give time. Computers can give organize. Furthermore, computers continue to help instead with store say keep friends I can talk with friends or family far away. @CAPS4 keeps us together and gets I'm not saying that @CAPS4's always a good thing, because we all need face to face interaction. Although when you arent able to get that, its a good way to talk. To conclude, computers positivly effect our lives. We're able to get hand-eye coordination, and stay organized when @CAPS4 can be a trouble to do @CAPS4 can bring people together when they aren't in person. You can learn about new things like people and places far away. though people @MONTH1 think opposite of me, i know that computers benifit society."	5	4		9																					
1045	1	"What do you think about computers? I think computers have a very positive effect on people. All kids should have @NUM1. Please heed the following advice. Computers are a very good thing for kids to have. I teaches them life skills such as hand-eye coordination, a lot about technology. Expert @PERSON1 states ""@PERCENT1 of success full jobs involve some kind of inter-ation with computers, & if they learn those skills at an early age they can soon become experts."" Technology is a @CAPS1 part of life today, & will continue increasing with the years. It's a grevious idea to want to separate our kids from technology. As a child, my sister grew up with computers, she knew how to fully use it by age @NUM2, she went to collage with amazing computer skills. Today she works in a law ferm as presidental secretary. She gets paid loads of money. Today she trys to get me to learn about all tech stuff. If you have kids you know you only want the best in their present & future. People say kids are the future, not if theyre not succesfull. Computers are a great way for kids of all ages to learn & communicate with @NUM1 another & others. We all want our kids to be happy. @NUM4 out @NUM5 kids use the internet to research things for @CAPS2 & projects. Kid therapist @PERSON2 says ""kid who chat, with other kids though internet like facebook, @CAPS3, & myspace are normaly more socialy interactive with other kids. I know you thinking there a lot of ""@CAPS4"" thing on the internet dont want my kids to see, conversly you can set limits & child block. & you also dont want you kids at risk of obesity because of lack of excercise. So give them time limits. My cousins each go on the computer @NUM6 hours a day. They do @CAPS2 & whatever time they have left they chat with friends. Its not all @CAPS4. As you can see computers can be seen in a very possotive manner. Heed my advice & allow your kids the freedom of internet. They will be happier, trust me."	5	4		9																					
1057	1	"Dear local newspaper, @DATE1 I am going to write to you about if I think computers are a good idea or not. Yes, I do think computers are @CAPS12 awesome idea. I think this because @CAPS1 @CAPS2, you use computers for school projects. Next @CAPS2, it is @CAPS12 easy way to make friends from other towns. Last @CAPS2, you @CAPS10 @CAPS11 @CAPS12 @CAPS13. Yes, the electric bill could be higher, but for a good cause. You @CAPS10't just assume computers are bad for us, you might be surprised. @CAPS1 @CAPS2, I am going to explain to you why we need computers to do projects. Well, I @CAPS5 from personal experience, my social studies teacher always likes you to type your final draft. Also, using a computer makes your projects easier because @CAPS3 @CAPS4 fixes your mistakes, and @ORGANIZATION1 finds everything you need. I find it much more easy to use a computer for projects and I @CAPS5 all of my friends think it is also. If you aren't persuaded yet, keep reading because I @CAPS5 you will be eventually! Next @CAPS2, I am going to talk to you about making friends just with a computer. I @CAPS5 that parents these days are really happy when you have come home and made new friends. Just by using a computer you could easily go online, search friends you want to @CAPS11 to @CAPS5 better, and chat with them. (to make sure they are who you think!) The other day my friend @PERSON1 came up to me and said meet my friend @CAPS6 I met online! I was really happy for her and realized computers are helpful. Everybody needs friends that are there for them, and computers are the perfect conclusion for that! Last @CAPS2, I am going to talk to you more about why and how you could @CAPS11 @CAPS12 @CAPS13. Do you @CAPS5 what @ORGANIZATION1 is? You @CAPS10 search @CAPS7 on @ORGANIZATION1! If you really wanted to @CAPS5 something and you were really curios you could search on @ORGANIZATION1! This is a great way to @CAPS11 educated. Also, computers help you with @CAPS12 @CAPS13 because everytime you are on @CAPS3 @CAPS4 typing a random story it will fix your mistakes, and you will learn off of these mistakes. So, to sum up this paragraph, a computer is @CAPS12 easy way to @CAPS11 @CAPS12 easy @CAPS13, and YOU need to keep computers to see for yourself. In conclusion, I was asked to write a paper to you seeing if I would like to keep computers or not. By now you @CAPS5 that I would like to. In case you are iffy about my reasons, I will simply restate them. @CAPS1, you need a computer for projects. Second, you @CAPS10 make friends. Last, you @CAPS11 @CAPS12 @CAPS13. All of these things are a huge benefit in laer life. Don't forget YOU @CAPS10 @CAPS11 @CAPS12 @CAPS13! That is whta everybody would like! I @CAPS5 you will come through to yourself and agree. Thank you for listening to me."	5	5		10																					
1058	1	"Dear @CAPS1, I believe that computers have a positieve effect on people. They do because you can talk to others online, it allows you to get research done faster and they are much more efficent and easy to use i will further explain my reasons. First of all, computers allow you to talk to others online. Talking to others online can give you good communication skills and you can get to know different people. I always talk to my friends online. We talk to each other using webcams, instany messaging, or talking on a social site like facebook. Computers and webcams can allow you to talk to friends who have moved away or for relatives. Next, computers allow you to get research done quicker. Studies shown that @PERCENT1 of people prefer using a computer to find information for any type of paper than an enclyepdia or other book. Computers are much more efficent and easier to use than books. It can agree that computers are much more efficent and that i like to use them. If you use a computer to get research done than you can be done sooner than you know it. Finally, computers are more efficent and easy to use. If you give a person to coose from a computer or a set of encyelpedias, most people would choose the computer. Computers are so much easier to use than books. On the comuter you just type in what you are looking for in search bar a boom within a tenth of a second your results are there. Now, if you use a book or enclyelpedia it could take several minutes to find what you are looking for, and then they only give very little information, unlike a computer that can give you millions of results for one topic. This proves that computer are more efficent than books. In conclusion, i believe that computer have a posieve effect on people. I do because you can talk to people online, it allows you to get research done quicker, and computers are more efficent and easy to use. I hope you will agree with me and my thoughts about computers."	4	4		8																					
1065	1	"Dear @CAPS1, @CAPS2 my name is @CAPS3 and I do not no where to start this letter. Im writing you this letter to let you know that I think that not everyone should use a computer. My first reason not everyone should use a computer is because they get so distracted in the computer they forget about school. My second reason not everyone should use a computer is because they @CAPS4 dont spent time with there parent. My third reason they shouldn't have people use the computer often is because they would get sick. My firs reason computer shouldnt be used often is because they forget about school. They forget about it in the way that there so distracted writing or chating or playing @CAPS4 that they forget about school. @CAPS5 reason is because their grades get low. They dont do homework either. My second reason is because they dont parents. Are more could be there so the computer they dont. My third reason is because their get computer there get @CAPS4 they dont and not @CAPS5 could that they dont get no education for being in the computer. That is why is bad to use a computer a lot I hope u understand."	3	4		7																					
1066	1	"@ORGANIZATION1, @CAPS1 there is alot of talking and arguing about computers. Some say they are helpful to society and others say not. As for myself I am one of those on the side of which is for computers. I think the do alot less harm than good. First of all the hand-eye cordination of the user is mostly improved over a period of time, which helps withe learning musical instruments. Also it gives a great learning ability to people, particularly student. If there were computers, for a student to do a report he/she would have to read through an encyclopedia, which takes a great amount more time than plainly looking it up on the internet. Finaly computers are great for communicating with far-away friends or family. The first subject on my agenda is the hand-eye cordination skills. These skills are the ability to work with your hand and eyes simultaniously. There is a number of impacts these skills can make. The most apparent is musical instruments. If you are trying to learn a new song to be played on guitar you must move your fingers to the notes coresponding with the screen. Another place where hand-eye cordination comes in handy is sports. One sport where hand eye cordination makes a huge impact is in football. If the ball is thrown then the wide recever must watch the ball with his eyes and make sure he puts his hands in the best position to catch the ball. I am also going to argue the vost world of learning that is provided by computers. Lets just say someone asks you who was the @NUM1 president of the @ORGANIZATION2 where would you go to find that answer? I don't know about you but I am definatley going to look it up on google (internet search engine). Also schools @CAPS1 can ask alot more of their students because they have all this information at there desposal. Lastly I would like to cover the communications abilitys that the computer puts out there. First of all let say you have a very close friend move "out-of-state" how are you going to keep in touch. You could try using phones but yet the long-distance fees have sky-rocketed over the past @NUM2 years. Did you know that if you talk long distance for @NUM3 mins a day that would be over @NUM4 a month. in todays ecconmy you need to save money not talk it all away. The internet charges no additional fees for chatting no matter how far away you are from each-other. So hopefully my letter will be able to surposs "@CAPS2'bama's failed health care bill" to at least make it somewhere in the paper. People need to know the facts about computers before they try to argue about them."	5	4		9																					
1067	1	"Dear @CAPS1, @CAPS2 people have computers, and @CAPS2 people use them. It's been brought to my attension that the government is worried about people using them to much. Well I think you can't use a computer too much. They offer so @CAPS2 things such as information, communication, and life skills. That doesn't too bad. Informaiton is something we as humans live for. Also in @CAPS2 schools and jobs you need to know a variaty of unusual facts. Where can you learn these? Computers of course! When @PERSON1 (my teacher) gives us a research paper on walt disney, we use computers to find our information. With out the computer, I wouldn't know walt disney died before disney world opened. That clearly shows one of the @CAPS2 things we need computers for. Communication is another aspect of our lives. With a computer you can have @MONEY1 ways to comunicate. Yes some of these way can be dangerous but, @CAPS2 are safe. When I was in @NUM1 grade my teacher ms.casserelle set up a classwide email for us. This allowed us to email another school. This farm of online communication was perfectly safe. As long as the person using these forms of communication is sem-responsible nothing can go wrong. Where can you go wrong with that? Did you know that @PERCENT1 of your life skills can and are learned on computers? As a matter-a-fact your job involves a computer! One life skill you can learn is how to type. As I stated earlier research papers need computers, well it's not just for the information. You have to type them too. Most jobs in our world need the computer for something or other. Can you think of a job that doesn't require one at all? Ididnt think so. Information, communication, and life skills are all important to our human nature. Ithink computers are important to humans. Wether you admit it or not everything we do involves a computer to some degree. Can you spend @CAPS2 countless hours on a computer? Yes, but you need to. you need to."	5	4		9																					
1072	1	"Dear editor, @CAPS1 you think that people spending a lot of time on the computer is good, I don't. People should get more exercize. Also they don't get enough fresh air. Finnaly they don't spend enough time with family and friends. Now we have to determin weather people should spend a lot of time on the computers. Those people who spend alot of time on the computer could be going outside everyday to get exersize. Some parents got their kids hooked on playing on the computer all day instead of going out side to get exersize. They could ride bikes, scooters, play basket ball, wiffle ball. They can also go swimming play, sports, and go to a play ground. Finnally they could go for a long walk on the beach. People need to get fresh air instead of being on the computer all day. They can go sit on the beach for awile, go outside to watch their kids play or watch their games like baseball or basket ball, or they can go outside just to be outsides. They can go sit on their porch to wait for their kids to get off the bus from school. Those people who love to play on the computor don't spend enough time with their family or friends. They could go visit their family more often, go out for lunch with their frinds. Also they can spend more time doing things with their kids. Even though there is a chat on the computer it is nice to talk to your friends in person. The time has come to decide weather people spending a lot of time on the computer is a bad thing or not. They don't ge enough exersize every day. They also don't get enough freshair. Finally they spend time with their friends and family. So now you need to write a letter to your local newspaper telling them which you are choosing."	4	4		8																					
1079	1	"Dear newspapers, I think that computers have a possitive effect on people because you could chat online. There are electronics out for children that they can plug up to there computer and learn different stuff. And you can pay your bills on the computer. People that have no phone od don't want to leave the house at that moment and have a computer can go on chat rooms or a local website can chat to friends and family. Also many people that have websites like facebook, myspace etc... can find new people and have so many things in common. And some people do find that @CAPS1 person that they been looking for. I think that they jusy come out with a new electronic for little kids like leaf frog that they can plug up to a computer/laptop and they can learn there alaphabet, counting numbers, and even spelling, This is a good product for little kids so they cam use the extra work over, the @DATE1 or after school so they can stay smart and learn in school and out of school. One day I had my mother what she was doing and the light bill so i was like how can you and she said and a website bt I forgot what's it called and you could pay your bills right there. So instead of up going in your are go to a local show when thay pay bills and can like or if you get a computer you can do that in you home with no . So people who publish the newspaper I think and I hope you think to this is a good response that tells you good things about a computer. And I hope it sticks around for a long time."	4	4		8																					
1094	1	"Dear Newspaper, @CAPS1 you know, the majority of people now posses computers. Computers have greatly advanced society and technology. Some people say that computers have negative effects, but that is not true. Computers have influenced people in many benificial ways. Although some experts want people to use computers less, that technology is required in schools. Kids are fold to type their papers, which lets them finish faster. This faster finish can lead to kids not staying up too late. Then doing homework. That is better for their health. Computers also develop hand-eye coordination which is an essential skill for later in life. In my opinion computers have greatly contributed to technology. They are letting explore place human has ever/could ever go. We can make and distribute item much faster. In addition, computers also let people learn about faraway places about different cultures and different people. Computers can expand everyone's horizons and let them know about places and things that they never knew existed. With are of the largest number of members. Facebook is a website that people use to communicate. More than @PERCENT1 of most students in an average school have one. They communicate there more than they could without computers. Computers aren't making people ""anti social"" or making them interact with friends less, they're actually talking more. Computers are letting people communicate daily with people from all around, without having to wory about running out of cellphone minutes. Overall, computers are letting people broaden their horizons are lock of new things. They are more of a benefit than a burden. Computers are the next best thing since sliced bread."	4	4		8																					
1104	1	"Dear Readers, @CAPS1 of the most important inventions of the past decades is the computer, and it has its pros and cons. I think people spend to much time on computers, especially teenagers. They spend to much time on @CAPS2 and @CAPS3, and not enough time outside enjoying nature and playing sports or exercising. While they @MONTH1 talk with friends with @CAPS4, it is not the same as going to the park with friends and playing a game of baseball. Families also are distant form each other when they sit around on @CAPS5. Teenagers spend too much time on the @CAPS6 going where they should instead of doing more benefitul activities like reading. I sure we all know at least @CAPS1 obese person or teenager. My neighbor is the size of a killer whale and eats just about as much as @CAPS1. He will sit on the computer chair and stare with his eyes glazed at the computer chair and stare with his eyes glazed at the computer screen for hours on end. Sometimes I wonder how many brain cells he wastes per second. I will bet that everyone who reads this knows someone like my neighbor. The statistic @PERCENT1 of @LOCATION2 is obese is not exagrated at all. In my opinion, it is the fault of the @CAPS6 and computers. Instead of going to the gym or the soccer field with friends, they got to the computer and talk and eat junk food. They spend their time watching pointless @CAPS5 videos, while they should be playing baseball or football. Doubters say you learn hand-eye cordination with computers, but you can learn better with sports. Computers are a large factor in obesity because they encourage @CAPS1 to sit around instead of doing standard @NUM1 minutes a day of exercise. The next pressing issue is the amount of reading the average teenager and @CAPS9 does. I would say that the average gets about @NUM2 minutes of reading a day because they are to busy chating with friends on the @CAPS6. I have a cousin who reads about a book every @NUM3 years and fail every test he gets and has stayed back @NUM4 times, but instead of reading and learning, he is chating and texting. He wastes these excellent educational opportunitys while their are people in underdevolped countries like @LOCATION3 who are lucky to own a book. I know more than @PERCENT2 of the kids in my class do not read anything execpt the required reading and that is because they sit around on the computers wasting @CAPS10 is about @NUM5 and that number is decreasing because of the lack of reading done and the time on computers spent. I have seen survey that say @NUM6 out of @NUM7 spend more than @NUM6 hours a day on computers. These statistics and quotes have left me thinking, how much time do we really need to spend on computers instead of reading or else we will turn into oversized monkey who can't even rad. The computers and @CAPS6 are doing more than just erasing brain cell and are health, they are taking away the expriences that we could have outside in nature. Nature holds natural wonders like the @ORGANIZATION1, the @CAPS11 @CAPS12 and the @CAPS13 @CAPS14. What beats sking down a large slope, or climbing the @LOCATION1, certainly not computers. Unfortunatly, that what most @CAPS15 choose to do. They sit and tap on the keyboard instead of walking nature trails and walking on the beaches. They sit on old moldy chairs and stare at computer screens, unlike the people enjoying the butterfly gardens and wildlife preserves. Instead of taking steps to help the enviorment we are siting on the computers sleeping and being mesmerized by the light of the screen. We should be preserving and learning abouy what is left on the planet, but we are not because of these computes and the @CAPS6. I have present a strong arguement against computers that you @MONTH1 listen to or not. I strongly urge you to take action to start reduce time on computers spent. Set up programs at your house or town for turning off the computers. We need to do something now!"	5	5		10																					
1109	1	"Dear Newspaper, Computers benefit society because they teach people. They are also helpful because they solve problem that humans might have trouble with. They can also entertain us when we have nothing to do. They can teach people many things. They can help tourist learn about a location they wish to travel to. Actually @NUM1 out of every @NUM2 tourist research the area there going to on a computer. They help students catch up or fully understand something. One time I was having trouble with fraction, in math. So I decided to look up the way to find the answer and it caught me up with the class again. The computer can explain cultures from any where in the world. According to culture digest.com @PERCENT1 of people visiting a new country. Find out about the culture first. Computers solve problems that some people might not now about. It can solve a math problems easily with a built in calculator. @NUM3 out @NUM4 computer users have used calculator to help them solve a problem. They also solve geographic problems. There @MONTH1 be an about of date map but this is easily solved with live satelite maps. Map tools says there has never been a flaw in their system. Computers have a wide viarety of entertainment. They can play music. @PERCENT2 of teens get there music from the computer over a cd. Computers can entertain you with games. One day it was raining hard and I had nothing to do so I went on my computer and played minesweeper. This kept me very entertained. Please take this letter into consideration. Thank you for time."	4	4		8																					
1110	1	"More and more people use computers but not everyone agrees that this benefits society. Well, to me it does benefit society in many ways like, learning online. You can learn many things online, you can practice math, reading, and even writing. You can also have fun online if your bored at home and have nothing to do. Also, you can interact with friends and family members, by email etc. When your online you can learn alot of things. If your at home, and you need to study for a test, you can go online and study. You can also learn more, because you can learn how to do a math problem if you don't know it, or just catch up on reading. People sometimes need a computer because they might be bored, so they can go online and play games and have fun. People, especially kids get bored at times, so they can just go on the computer and play games and trivias so they can still learn. Computers can let you interact with your family and f riends. You can e-mail or webcam. if yopu haven't talk to someone a long period of time you can just go to the computer and talk to them. If you want to find a @CAPS1 school classmate that you haven't talked to in years, you can now. Computers do benefit the society, In my own opinion we do need computers. If parents do not want their child on websites they don't approve of, the parents can always block those websites. Computer are really nessacary they can help in a huge way."	4	4		8																					
1116	1	"Dear local newspaper, I am here today to state my reason why I am against usage of computers. My @NUM1 reason why I am against usage of computers is, the negativity, like for example too many pop ups come on the website your own and then they mini little advertisments like ""@CAPS1 on me"" ""free trial"". And thats not good for children to see when they are using the computer. My seocnd reason why I am against using computers is who's online when your up there. @NUM2 out of @NUM3 people use the computer every single day and @NUM3 out of @NUM5 people be up there chatting with young little girls and boys. And they older what then what they say. What I'm trying say is these people are called ""@CAPS2"". These people roam through the internet day and night trying to find little boys and girls. Just like I say earlier thats not good computer usage. The purpose of getting on the computer is look for information or play games no that other stuff. My final reason of being against computer is montoring, alot of parents dont watch their kids when they are on the computer, so most of the kids look at a lot of inapproiate sites or things that they shouldn't look at. And that be their fought beacuse they should have parental lock up there. In conclusion, basically what I am trying to say is computers can be dangerous sometime because you dont always know what your clicking on and you can @CAPS1 on the wrong thing and end up on a site that you don't want to be on. So just have my opinions and maybe you can understand what I'm trying to say. Thanks."	4	4		8																					
1124	1	"Dear @PERSON2 - @CAPS1, I strongly suggest that people do not spend as much time on computers as they do comently. People will be doing much better things, such as exercising or spending more time with family and friends. Both these things are better for people's body and mind, and one more useful later in life. Please consider the following about why it will be more beneficial @CAPS2 people do not spend as much time on computers. First, exercising is an exellent alternative to sitting at a computer screen. A recent study by @ORGANIZATION3 and the @ORGANIZATION1 studies found that an average person spent five hours per day on the computer. By cutting out at least some @ORGANIZATION1 these hours, people will be able to make time for more exercise in their daily routine. Also, @PERSON3 at @ORGANIZATION4 says that ""@PERCENT1 @ORGANIZATION1 people do not exercise enough in the @LOCATION1 alone."" @CAPS2 some free time being on the computer is taken away, people will reward themself by taking care @ORGANIZATION1 their bodies. Moreover, I tried not using my computer for a week, and it was a great experience because in that free time I learned how to do a back flip in gymnastics. There are so many possibilities in exercising @CAPS2 people do not use their computer as much. Second, @CAPS2 people do not spend as much time on the computer, they get more experience with social skills. For example, @PERSON1 at @ORGANIZATION5 says ""@CAPS2 people spend time with family and friends, they gain necessary social skills for later in life."" A study at @ORGANIZATION2 showed that people who spend three hours or less on their computers have up to @PERCENT2 better social, verbal, and quick-thinking skills. Spending time with people's family and friends in stead @ORGANIZATION1 on the computer is exremely beneficial. I try to spend at least three hours a day spending time with family and friends and I have good relationships with them. Clearly, it is better to spend less time on the computer, and more time exercising or spending time with family and friends. Some people @MONTH1 say people can talk to people online so this is social skills, but in fact people gain better social skills from person-to-person interactions because they must use quick thinking and their emotions too. Altogether, I strongly believe spending less time on the computer is the best way to stay heathy mentally and physically. Thank you for considering my opinion."	5	4		9																					
1125	1	"Dear @CAPS1 @CAPS2, @CAPS3 recently has been brought to my attention that computers have been affecting peoples daily lives. i do agree with this because with our countries of obesity. More people need to exercise more, interact with freinds, and to just enjoy things that don't involve technology. Some people are just super glue to computers, but let's see if @CAPS3 doesn't start wearing down after this paper. Many individuals are spending too much on their computer and less time working out or exercising. People need to start spending more time on exercising and less time on their computer due to the facts that more and more states obese percents just keep rising. Yes, you @MONTH1 say I will just go on a diet ino! Diets don't always work and many people have tned them. Even a simple one hour walk with your dog is better than lazily browsing the web. And if you wanted, you could even join the local gym for @MONEY1 a month. Buttle only way this is going to happen is by you wanting to do so. Now you know how to fix your problem, get going! More people need to interact with friends instead of going on their computer. Interacting with friends or family will help themm be better with their social hucs in all. Yes, maybe your friends and family out and hungry with your friends most likely you will have more fun exercising then you have on the computers. By interacting with friends and family will help youn later in life by being more social and ready any job interview to meet you less nervous. F inally, enjoying things that don't involve technology is good to know because many people don't have as much fun out in the real world. You have to mete @CAPS3 fun. This can be schevered by asting a frend to go on a compy trip with ypu or spending a little diugh to enjoy yourself. The ourdoors and nature consists of many beautiful and awesome things; but the only way to realize this id to have fun outside or explore whats the great tourst. In conclusion, many people's lives are being manipulated by computers and destroying their daily live. but maybe due to these essy tips; excrsing more, by soul."	4	4		8																					
1129	1	"Dear local Newspaper, This eara are all about computers. Computers @CAPS1 a benefit to have. It increase the hand-eye coordination, talking skills and easy knolage. My first paragraph @CAPS1 about hand-eye coordination. This @CAPS1 a important skill because it helps with physical movements, using your hands for example. Studys have shown that @NUM1 out of the @NUM2 have improved hand-eye coordination. Also it help kids @CAPS1 that it stimulates the nerves in the hands and brain for kids that have had sergery on there hands. Last years study has shown that @PERCENT1 of kids have improved hand movement faster than regular therpy. Secondly. The importance of computers have been commucation like email or aim. This @CAPS1 great for penpals because it saves time for responses from mail and money because there @CAPS1 no mailing to places and when you email them there will be a fast responce. Also this will help people that are shy around people. A study has shown that @PERCENT2 of shy kids have increased the talkative skills in school. Also most talkative skills will help kids today with there confidence. Finaly, the computer @CAPS1 a helpful knolage tool to use. Most book will be more chalanging to find because there @CAPS1 allways extra information that @CAPS1 not needed and will take longer to find. With a computer all you need to do @CAPS1 to type in what info your looking up. ""@CAPS1 an easy sensation"" said time magazine. That was one great comment from time. In school however there are helpful tips that are making it eager and easyer to find with bookmarks that you can find that are faster because all there @CAPS1 to do @CAPS1 go up to bookmarks and find the websight and click and thats it. In conclusion the ecra of computers are becomingly more popular by the hour. And the benfit of the computer like hand-eye coordination, talkative skills and more and easy knolage."	4	4		8																					
